Local Body Code,Local Body Name,Local Body Type,"District Level
Parent Name
","Intermediate Level
Parent Name",Ward Code,"Ward
Number","Ward Name
(In English)
","Ward Name
(In Local)
"
103983,Jubarajnagar,Village Panchayat,Unakoti,Gournagar,764608,6,Jubarajnagar VI Part of Pabnibil,????????? VI ??????? ???
103984,Kaulikura,Village Panchayat,Unakoti,Gournagar,761940,1,Kaulikura I Part of west Kaulikura and Sabdakar Para,???????? I ?????? ???????? ??? ??? ?????? ???I
103984,Kaulikura,Village Panchayat,Unakoti,Gournagar,761941,2,Kaulikura II Part of East Kaulikura,???????? II ????? ???????? ???
103984,Kaulikura,Village Panchayat,Unakoti,Gournagar,761942,3,Kaulikura III Katalbari and Katalbari Tila,???????? III ???????? ??? ???????? ???
103984,Kaulikura,Village Panchayat,Unakoti,Gournagar,761943,4,Kaulikura IV Part of East Kaulikura and Part of Madhya Kaulikura,???????? IV ????? ???????? ??? ??? ???? ???????? ???
103984,Kaulikura,Village Panchayat,Unakoti,Gournagar,761944,5,Kaulikura V Part of Madhya Kaulikura,???????? V ???? ???????? ???
103984,Kaulikura,Village Panchayat,Unakoti,Gournagar,761945,6,Kaulikura VI Part of West Kaulikura,???????? VI ?????? ???????? ???
103985,Khowrabil,Village Panchayat,Unakoti,Gournagar,763972,1,Khowrabil I Sekh Para,???????? I ??? ???I
103985,Khowrabil,Village Panchayat,Unakoti,Gournagar,763973,2,Khowrabil II West Irani,???????? II ?????? ?????
103985,Khowrabil,Village Panchayat,Unakoti,Gournagar,763974,3,Khowrabil III Sunapur,???????? III ???????
103985,Khowrabil,Village Panchayat,Unakoti,Gournagar,763975,4,Khowrabil IV Part of South Khowrabil,???????? IV ?????? ???????? ???
103985,Khowrabil,Village Panchayat,Unakoti,Gournagar,763976,5,Khowrabil V Part of South Khowrabil,???????? V ?????? ???????? ???
103986,Latiapura,Village Panchayat,Unakoti,Gournagar,767026,1,Latiapura I Kalipur,????????? I ???????
103986,Latiapura,Village Panchayat,Unakoti,Gournagar,767027,2,Latiapura II North Latiapura,????????? II ????? ?????????
103986,Latiapura,Village Panchayat,Unakoti,Gournagar,767028,3,Latiapura III North Katanala,????????? III ????? ???????
103986,Latiapura,Village Panchayat,Unakoti,Gournagar,767029,4,Latiapura IV South Katanala,????????? IV ?????? ???????
103986,Latiapura,Village Panchayat,Unakoti,Gournagar,767030,5,Latiapura V Gopinathpur,????????? V ??????????
103987,Laxmipur,Village Panchayat,Unakoti,Gournagar,763266,1,Laxmipur I North Part of Nayapattan,?????????? I ???????? ????? ???
103987,Laxmipur,Village Panchayat,Unakoti,Gournagar,763267,2,Laxmipur II Rajdharpur of Part of East Kubjhar,?????????? II ????? ?????? ??? ?? ?????????
103987,Laxmipur,Village Panchayat,Unakoti,Gournagar,763268,3,Laxmipur III East Kubjhar Part,?????????? III ????? ?????? ???
103987,Laxmipur,Village Panchayat,Unakoti,Gournagar,763269,4,Laxmipur IV West Kubjhar,?????????? IV ?????? ??????
103987,Laxmipur,Village Panchayat,Unakoti,Gournagar,763270,5,Laxmipur V Nayapattan part,?????????? V ???????? ???
103987,Laxmipur,Village Panchayat,Unakoti,Gournagar,763271,6,Laxmipur VI Laxmipur,?????????? VI ??????????
261224,Maguruli,Village Panchayat,Unakoti,Gournagar,764083,1,Maguruli I North Khowrabil,???????? I ????? ????????
261224,Maguruli,Village Panchayat,Unakoti,Gournagar,764084,2,Maguruli II West of Maguruli,???????? II ???????? ??????
261224,Maguruli,Village Panchayat,Unakoti,Gournagar,764085,3,Maguruli III Nagadory,???????? III ???????
261224,Maguruli,Village Panchayat,Unakoti,Gournagar,764086,4,Maguruli IV North Maguruli,???????? IV ????? ????????
261224,Maguruli,Village Panchayat,Unakoti,Gournagar,764087,5,Maguruli V South Maguruli,???????? V ?????? ????????
103990,Noorpur,Village Panchayat,Unakoti,Gournagar,763112,1,Noorpur I Sultanpur,?????? I ?????????
103990,Noorpur,Village Panchayat,Unakoti,Gournagar,763113,2,Noorpur II Noorpur and Mainpur,?????? II ?????? ??? ???????
103990,Noorpur,Village Panchayat,Unakoti,Gournagar,763114,3,Noorpur III Kamarkandi and Tikarbari of Thakurbari,?????? III ??????????? ??? ?????????? ?? ?????????
103990,Noorpur,Village Panchayat,Unakoti,Gournagar,763115,4,Noorpur IV Kanakpur East,?????? IV ????? ??????
103990,Noorpur,Village Panchayat,Unakoti,Gournagar,763116,5,Noorpur V Kanakpur West,?????? V ?????? ??????
103991,Rangauti,Village Panchayat,Unakoti,Gournagar,766955,1,Rangauti I Krishnapur,??????? I ?????????
103991,Rangauti,Village Panchayat,Unakoti,Gournagar,766956,2,Rangauti II Debipur,??????? II ???????
103991,Rangauti,Village Panchayat,Unakoti,Gournagar,766957,3,Rangauti III East Rangauti,??????? III ????? ???????
103991,Rangauti,Village Panchayat,Unakoti,Gournagar,766958,4,Rangauti IV South Khilerbandh,??????? IV ?????? ?????????
103991,Rangauti,Village Panchayat,Unakoti,Gournagar,766959,5,Rangauti V Madhya Rangauti,??????? V ???? ???????
103995,Srinathpur,Village Panchayat,Unakoti,Gournagar,762229,1,Srinathpur I Karkhana Para,?????????? I ??????? ???I
103995,Srinathpur,Village Panchayat,Unakoti,Gournagar,762230,2,Srinathpur II Part of Choudhury Para and Part of Senapati Para,?????????? II ?????? ????? ??? ??? ??????? ???I ???
103995,Srinathpur,Village Panchayat,Unakoti,Gournagar,762231,3,Srinathpur III Part of Choudhury Para,?????????? III ?????? ????? ???
103995,Srinathpur,Village Panchayat,Unakoti,Gournagar,762232,4,Srinathpur IV Part of Senapati Para,?????????? IV ??????? ???I ???
103995,Srinathpur,Village Panchayat,Unakoti,Gournagar,762233,5,Srinathpur V Part of Bhurghat Para,?????????? V ?????? ???I ???
103995,Srinathpur,Village Panchayat,Unakoti,Gournagar,762234,6,Srinathpur VI Part of Bhurghat Para and Part of Ajij Para,?????????? VI ?????? ???I ??? ??? ???? ???I ???
103995,Srinathpur,Village Panchayat,Unakoti,Gournagar,762235,7,Srinathpur VII Part of Ajij Para,?????????? VII ???? ???I ???
103997,Tillagaon,Village Panchayat,Unakoti,Gournagar,763717,1,Tillagaon I Kalerkandi,??????? I??????????
103997,Tillagaon,Village Panchayat,Unakoti,Gournagar,763718,2,Tillagaon II Mahajanbari,??????? II ?????????
103997,Tillagaon,Village Panchayat,Unakoti,Gournagar,763719,3,Tillagaon III North Tilagaon,??????? III ????? ???????
103997,Tillagaon,Village Panchayat,Unakoti,Gournagar,763720,4,Tillagaon IV North Part of Barband,??????? IV ??????? ????? ???
103997,Tillagaon,Village Panchayat,Unakoti,Gournagar,763721,5,Tillagaon V South Part of Barband,??????? V ??????? ?????? ???
103997,Tillagaon,Village Panchayat,Unakoti,Gournagar,763722,6,Tillagaon VI Safrikandi,??????? VI ???????????
103998,Yeajakhowra,Village Panchayat,Unakoti,Gournagar,98228,1,Yeajekhowra I Part of North Yeajekhowra,?????????? I ????? ?????????? ???
103998,Yeajakhowra,Village Panchayat,Unakoti,Gournagar,762761,2,Yeazakhowra II Part of North Yeazakhowra,??Part of North Yeazakhowra???????? II ????? ?????????? ???
103998,Yeajakhowra,Village Panchayat,Unakoti,Gournagar,762762,3,Yeazakhowra III West Part of Madhya Yeazakhowra,?????????? III ???? ?????????? ?????? ???
103998,Yeajakhowra,Village Panchayat,Unakoti,Gournagar,762763,4,Yeazakhowra IV Part of Sikaripara,?????????? IV ?????????I ???
103998,Yeajakhowra,Village Panchayat,Unakoti,Gournagar,762764,5,Yeazakhowra V Part of Sikaripara,?????????? V ?????????I ???
104024,Ambedkar Nagar,Village Panchayat,Unakoti,Kumarghat,100323,1,Ambedkarnagar I Bankim Para of Industry Para Part,??????????? I ????? ???I ??? ?? ?????? ???I
104024,Ambedkar Nagar,Village Panchayat,Unakoti,Kumarghat,768385,2,Ambedkarnagar II Ambedkar Para of Industry Para Part,??????????? II ????? ???I ??? ?? ???????? ???I
104024,Ambedkar Nagar,Village Panchayat,Unakoti,Kumarghat,768386,3,Ambedkarnagar III Subhas Palli of North Kumarghat Part,??????????? III ????? ???????? ??? ?? ????? ?????
104024,Ambedkar Nagar,Village Panchayat,Unakoti,Kumarghat,768387,4,Ambedkarnagar IV Sarat Palli of North Kumarghat Part,??????????? IV ????? ???????? ??? ?? ???????? ?????
104024,Ambedkar Nagar,Village Panchayat,Unakoti,Kumarghat,768388,5,Ambedkarnagar V Babekananda Para of Kukicherra Part,??????????? V ???????? ??? ?? ???????? ???I
104024,Ambedkar Nagar,Village Panchayat,Unakoti,Kumarghat,768389,6,Ambedkarnagar VI Rasbihari Para of Kukicherra Part,??????????? VI ???????? ??? ?? ????????? ???I
104025,Betcherra,Village Panchayat,Unakoti,Kumarghat,82140,1,Betcherra I Chirakuti Para,??????? I ??????? ???I
104025,Betcherra,Village Panchayat,Unakoti,Kumarghat,768454,2,Betcherra II Landless Colony,??????? II ????????? ?????
104025,Betcherra,Village Panchayat,Unakoti,Kumarghat,768455,3,Betcherra III Kamranga Para,??????? III ????????? ???I
104025,Betcherra,Village Panchayat,Unakoti,Kumarghat,768456,4,Betcherra IV Shill Para,??????? IV ??? ???I
104025,Betcherra,Village Panchayat,Unakoti,Kumarghat,768457,5,Betcherra V School Tilla,??????? V ????? ????
104026,Dudpur,Village Panchayat,Unakoti,Kumarghat,89557,1,Dudpur I Sarkar Para,?????? I ????? ???I
104026,Dudpur,Village Panchayat,Unakoti,Kumarghat,768525,2,Dudpur II Bhairab Thali,?????? II ???? ???
104026,Dudpur,Village Panchayat,Unakoti,Kumarghat,768526,3,Dudpur III Malakar Para,?????? III ??????? ???I
104026,Dudpur,Village Panchayat,Unakoti,Kumarghat,768527,4,Dudpur IV 60 Ghar Para,?????? IV ?? ?? ???I
104026,Dudpur,Village Panchayat,Unakoti,Kumarghat,768528,5,Dudpur V Kalibari Para,?????? V ???????? ???I
104026,Dudpur,Village Panchayat,Unakoti,Kumarghat,768529,6,Dudpur VI Part of Kalibari Para,?????? VI ???????? ???I ???
104028,East Kanchanbari,Village Panchayat,Unakoti,Kumarghat,96320,1,East Kanchanbari I Shanti Palli,????? ?????????? I ?????? ?????
104028,East Kanchanbari,Village Panchayat,Unakoti,Kumarghat,768574,2,East Kanchanbari II Chitagangbasti of Shivcherra,????? ?????????? II ??????? ?? ????????????
104028,East Kanchanbari,Village Panchayat,Unakoti,Kumarghat,768575,3,East Kanchanbari III Binode Deb Para and ST Para,????? ?????????? III ?????? ??? ????? ? ?????? ???I
104028,East Kanchanbari,Village Panchayat,Unakoti,Kumarghat,768576,4,East Kanchanbari IV Nutanbazar,????? ?????????? IV ?????????
104028,East Kanchanbari,Village Panchayat,Unakoti,Kumarghat,768577,5,East Kanchanbari V Satyendra Malakar Para,????? ?????????? V ?????????? ??????? ???I
104028,East Kanchanbari,Village Panchayat,Unakoti,Kumarghat,768578,6,East Kanchanbari VI Ramansadhu Para,????? ?????????? VI ??????? ???I
104027,East Ratacherra,Village Panchayat,Unakoti,Kumarghat,81118,1,East Ratacherra I Tillagaon Para,????? ?????? I ??????? ???I
104027,East Ratacherra,Village Panchayat,Unakoti,Kumarghat,768635,2,East Ratacherra II Uttar Ratacherra of Kalapani and Part of Rudrapal Para,????? ?????? II ???????? ?? ????? ?????? ??? ???????? ???I ???
104027,East Ratacherra,Village Panchayat,Unakoti,Kumarghat,768636,3,East Ratacherra III Rajendranagar and Part of Kargil Para,????? ?????? III ???????????? ??? ?????? ???I ???
104027,East Ratacherra,Village Panchayat,Unakoti,Kumarghat,768638,4,East Ratacherra IV Kargil and Lamargaon Para,????? ?????? IV ?????? ??? ???????? ???I
104027,East Ratacherra,Village Panchayat,Unakoti,Kumarghat,768640,5,East Ratacherra V Chowmuni Para,????? ?????? V ??????? ???I
104027,East Ratacherra,Village Panchayat,Unakoti,Kumarghat,768642,6,East Ratacherra VI Rudrapaul Para and Part of Makaddas Ali Para,????? ?????? VI ???????? ????? ? ?????? ??? ???I ???
104029,Fatikroy,Village Panchayat,Unakoti,Kumarghat,109792,1,Fatikroy I Lama Rajnagar of Rajnagar,??????? I ?????? ?? ???? ??????
104029,Fatikroy,Village Panchayat,Unakoti,Kumarghat,768667,2,Fatikroy II North Part of Indira Colony,??????? II ??????? ????? ????? ???
104029,Fatikroy,Village Panchayat,Unakoti,Kumarghat,768668,3,Fatikroy III Fatikroy Bazar,??????? III ??????? ?????
104029,Fatikroy,Village Panchayat,Unakoti,Kumarghat,768669,4,Fatikroy IV Kalibari Tilla,??????? IV ???????? ????
104029,Fatikroy,Village Panchayat,Unakoti,Kumarghat,768670,5,Fatikroy V South Part of Indira Colony,??????? V ??????? ????? ?????? ???
104030,Gakulnagar,Village Panchayat,Unakoti,Kumarghat,83626,1,Gakulnagar I Kuleshnagar,??????? I ????????
104030,Gakulnagar,Village Panchayat,Unakoti,Kumarghat,768734,2,Gakulnagar II Banabashidas Para,??????? II ????????? ???I
104030,Gakulnagar,Village Panchayat,Unakoti,Kumarghat,768735,3,Gakulnagar III New Rajnagar Para,??????? III ???? ?????? ???I
104030,Gakulnagar,Village Panchayat,Unakoti,Kumarghat,768736,4,Gakulnagar IV West Gakulnagar,??????? IV ?????? ???????
104030,Gakulnagar,Village Panchayat,Unakoti,Kumarghat,768737,5,Gakulnagar V Part of Rajnagar and Part of East Gakulnagar,??????? V ?????? ??? ??? ????? ???????? ???
104030,Gakulnagar,Village Panchayat,Unakoti,Kumarghat,768738,6,Gakulnagar VI Part of East Gakulnagar,??????? VI ????? ???????? ???
104031,Ganganagar,Village Panchayat,Unakoti,Kumarghat,111318,1,Ganganagar I Satsanga Para,???????? I ???????? ???I
104031,Ganganagar,Village Panchayat,Unakoti,Kumarghat,768779,2,Ganganagar II Sadhugaon,???????? II ???????
104031,Ganganagar,Village Panchayat,Unakoti,Kumarghat,768780,3,Ganganagar III Shibjoy Para,???????? III ????? ???I
104031,Ganganagar,Village Panchayat,Unakoti,Kumarghat,768781,4,Ganganagar IV Nityanda Debnath Para Madhab chow Para and Dudhpur Para,???????? IV ????????? ?????? ???I ???? ?????? ????? ? ?????? ???I
104031,Ganganagar,Village Panchayat,Unakoti,Kumarghat,768782,5,Ganganagar V Durjadhan Para,???????? V ??????? ???I
104032,Jagannathpur,Village Panchayat,Unakoti,Kumarghat,87121,1,Jagannathpur I Naya Para,?????????? I ??? ???I
104032,Jagannathpur,Village Panchayat,Unakoti,Kumarghat,768826,2,Jagannathpur II Bagan Para,?????????? II ????? ???I
104032,Jagannathpur,Village Panchayat,Unakoti,Kumarghat,768827,3,Jagannathpur III Jagannathpur,?????????? III ??????????
104032,Jagannathpur,Village Panchayat,Unakoti,Kumarghat,768828,4,Jagannathpur IV Lower Part of Telia,?????????? IV ?????? ????? ???
104032,Jagannathpur,Village Panchayat,Unakoti,Kumarghat,768829,5,Jagannathpur V Upper Part of Telia,?????????? V ?????? ????? ???
104032,Jagannathpur,Village Panchayat,Unakoti,Kumarghat,768830,6,Jagannathpur VI Urang Tilla of Telia Colony,?????????? VI ?????? ????? ?? ?????? ????
104033,Kanchanbari,Village Panchayat,Unakoti,Kumarghat,108191,1,Kanchanbari I Balicherra and Part of Hospital Para,?????????? I ??????? ??? ???????? ???I ???
104033,Kanchanbari,Village Panchayat,Unakoti,Kumarghat,768837,2,Kanchanbari II West Part of Ramnagar,?????????? II ?????? ?????? ???
104033,Kanchanbari,Village Panchayat,Unakoti,Kumarghat,768838,3,Kanchanbari III East Part of Ramnagar and Part of Kanchanbari Bazar,?????????? III ????? ?????? ??? ??? ?????????? ????? ???
104033,Kanchanbari,Village Panchayat,Unakoti,Kumarghat,768839,4,Kanchanbari IV Part of Hospital Para Part of Pradhan Para and Part of Dhigir Par,?????????? IV ???????? ???I ??? ?????? ???I ??? ??? ????? ??? ???
104033,Kanchanbari,Village Panchayat,Unakoti,Kumarghat,768840,5,Kanchanbari V Part of Dhigir Par and Part of Kanchanbari Bazar,?????????? V ????? ??? ??? ??? ?????????? ????? ???
104034,Krishnanagar,Village Panchayat,Unakoti,Kumarghat,116827,1,Krishnanagar I Assambasti,???????? I ?????????
104034,Krishnanagar,Village Panchayat,Unakoti,Kumarghat,768879,2,Krishnanagar II Tegori,???????? II ?????
104034,Krishnanagar,Village Panchayat,Unakoti,Kumarghat,768880,3,Krishnanagar III Krishnanagar 1,???????? III ???????? ?
104034,Krishnanagar,Village Panchayat,Unakoti,Kumarghat,768881,4,Krishnanagar IV Madhya Krishnagar,???????? IV ???? ????????
104034,Krishnanagar,Village Panchayat,Unakoti,Kumarghat,768882,5,Krishnanagar V Madhya Tarapur,???????? V ???? ???????
104034,Krishnanagar,Village Panchayat,Unakoti,Kumarghat,768883,6,Krishnanagar VI Tarapur,???????? VI ???????
104035,Laljuri,Village Panchayat,Unakoti,Kumarghat,114505,1,Laljuri I Radhagobindapur,??????? I ??????????????
104035,Laljuri,Village Panchayat,Unakoti,Kumarghat,769002,2,Laljuri II Part of North Madhavpur Part of Radhagobindapur and Part of South Madhabpur,??????? II ????? ??????? ??? ?????????????? ??? ??? ?????? ??????? ???
104035,Laljuri,Village Panchayat,Unakoti,Kumarghat,769003,3,Laljuri III South Part of Madhabpur,??????? III ?????? ??????? ???
104035,Laljuri,Village Panchayat,Unakoti,Kumarghat,769004,4,Laljuri IV South Part of Laljuri,??????? IV ??????? ?????? ???
104035,Laljuri,Village Panchayat,Unakoti,Kumarghat,769005,5,Laljuri V North Part of Laljuri,??????? V ??????? ????? ???
104036,Masauli,Village Panchayat,Unakoti,Kumarghat,91504,1,Masauli I Dharmanagar Para,?????? I ??????? ???I
104036,Masauli,Village Panchayat,Unakoti,Kumarghat,769026,2,Masauli II North Bangaon,?????? II ????? ?????
104036,Masauli,Village Panchayat,Unakoti,Kumarghat,769027,3,Masauli III South Bangaon and Part of Kathalcherra Para,?????? III ?????? ????? ??? ????????? ???I ???
104036,Masauli,Village Panchayat,Unakoti,Kumarghat,769028,4,Masauli IV Laxmipur Para,?????? IV ?????????? ???I
104036,Masauli,Village Panchayat,Unakoti,Kumarghat,769029,5,Masauli V Part of Kathalcherra Para,?????? V ????????? ???I ???
104037,Radhanagar,Village Panchayat,Unakoti,Kumarghat,93341,1,Radhanagar I West Part of Sripur Para and Nidania of Fatikcherra,??????? I ??????? ???I ?????? ??? ??? ???????? ?? ????????
104037,Radhanagar,Village Panchayat,Unakoti,Kumarghat,769097,2,Radhanagar II East Sripur and Dhaniroy Para,??????? II ????? ??????? ??? ?????? ???I
104037,Radhanagar,Village Panchayat,Unakoti,Kumarghat,769098,3,Radhanagar III Gunamohan Debbarma Para,??????? III ???????? ???????? ???I
104037,Radhanagar,Village Panchayat,Unakoti,Kumarghat,769099,4,Radhanagar IV Noagaon and Radhanagar,??????? IV ??????? ??? ???????
104037,Radhanagar,Village Panchayat,Unakoti,Kumarghat,769100,5,Radhanagar V 6 No Para,??????? V ? ?? ???I
104037,Radhanagar,Village Panchayat,Unakoti,Kumarghat,769101,6,Radhanagar VI New Rajnagar and Chantilla,??????? VI ???? ?????? ??? ???????
104037,Radhanagar,Village Panchayat,Unakoti,Kumarghat,769102,7,Radhanagar VII South Part of Sripur,??????? VII ??????? ?????? ???
261229,Rajnagar,Village Panchayat,Unakoti,Kumarghat,769152,1,Rajnagar I West Part of Rajnagar,?????? I ?????? ?????? ???
261229,Rajnagar,Village Panchayat,Unakoti,Kumarghat,769153,2,Rajnagar II North Part of Rajnagar,?????? II ?????? ????? ???
261229,Rajnagar,Village Panchayat,Unakoti,Kumarghat,769154,3,Rajnagar III East Part of Rajnagar,?????? III ?????? ????? ???
261229,Rajnagar,Village Panchayat,Unakoti,Kumarghat,769155,4,Rajnagar IV North Part of Laldhahar College Tilla,?????? IV ?????? ???? ???? ????? ???
261229,Rajnagar,Village Panchayat,Unakoti,Kumarghat,769156,5,Rajnagar V Laldhahar,?????? V ??????
261231,Ratiabari,Village Panchayat,Unakoti,Kumarghat,769211,1,Ratiabari I Noydrone,????????? I ???????
261231,Ratiabari,Village Panchayat,Unakoti,Kumarghat,769212,2,Ratiabari II North East Part of Ratiabari,????????? II ????????? ????? ????? ???
261231,Ratiabari,Village Panchayat,Unakoti,Kumarghat,769213,3,Ratiabari III South East Part of Ratiabari Surja SenPara,????????? III ????????? ????? ??? ???I ?? ?????? ????? ???
261231,Ratiabari,Village Panchayat,Unakoti,Kumarghat,769215,4,Ratiabari IV Chitagang Basti of Shibcherra,????????? IV ??????? ?? ??????? ?????
261231,Ratiabari,Village Panchayat,Unakoti,Kumarghat,769217,5,Ratiabari V West Part of Shibcherra,????????? V ??????? ?????? ???
104038,Saidarpar,Village Panchayat,Unakoti,Kumarghat,101069,1,Saidarpar I Laldhahar Para,????????? I ?????? ???I
104038,Saidarpar,Village Panchayat,Unakoti,Kumarghat,769235,2,Saidarpar II Saidarpar,????????? II ?????????
104038,Saidarpar,Village Panchayat,Unakoti,Kumarghat,769236,3,Saidarpar III Deb Para,????????? III ??? ???I
104038,Saidarpar,Village Panchayat,Unakoti,Kumarghat,769237,4,Saidarpar IV South Part of Katatilla,????????? IV ???????? ?????? ???
104038,Saidarpar,Village Panchayat,Unakoti,Kumarghat,769238,5,Saidarpar V North Part of Katatilla,????????? V ???????? ????? ???
104038,Saidarpar,Village Panchayat,Unakoti,Kumarghat,769239,6,Saidarpar VI Teg Ali Para,????????? VI ??? ??? ???I
104039,Sonaimuri,Village Panchayat,Unakoti,Kumarghat,103284,1,Sonaimuri I West Part of Bhati Sonaimuri,????????? I ???? ?????????? ?????? ???
104039,Sonaimuri,Village Panchayat,Unakoti,Kumarghat,769268,2,Sonaimuri II Part of Bhati Sonaimuri,????????? II ???? ?????????? ???
104039,Sonaimuri,Village Panchayat,Unakoti,Kumarghat,769269,3,Sonaimuri III East Part of Sonaimuri Bazar,????????? III ?????????? ????? ????? ???
104039,Sonaimuri,Village Panchayat,Unakoti,Kumarghat,769270,4,Sonaimuri IV Mahadev Tilla of Ujan Sonaimuri,????????? IV ???? ?????????? ?? ?????? ????
104039,Sonaimuri,Village Panchayat,Unakoti,Kumarghat,769271,5,Sonaimuri V Sonaimuri Colony,????????? V ?????????? ?????
104039,Sonaimuri,Village Panchayat,Unakoti,Kumarghat,769272,6,Sonaimuri VI West Part of Sonaimuri Bazar,????????? VI ?????????? ????? ?????? ???
104040,Sukanta Nagar,Village Panchayat,Unakoti,Kumarghat,90269,1,Sukantanagar I Railway Colony,?????????? I ??????? ?????
104040,Sukanta Nagar,Village Panchayat,Unakoti,Kumarghat,769344,2,Sukantanagar II Khudiram Palli of Railway Colony Part,?????????? II ??????? ????? ??? ????????? ?????
104040,Sukanta Nagar,Village Panchayat,Unakoti,Kumarghat,769345,3,Sukantanagar III Subash Palli of Sukanta Palli Part,?????????? III ??????? ????? ??? ?? ????? ?????
104040,Sukanta Nagar,Village Panchayat,Unakoti,Kumarghat,769346,4,Sukantanagar IV Sukanta Palli,?????????? IV ??????? ?????
104040,Sukanta Nagar,Village Panchayat,Unakoti,Kumarghat,769347,5,Sukantanagar V KN Road of Horijan Colony Part,?????????? V ????? ????? ??? ?? ??.?? ???
104040,Sukanta Nagar,Village Panchayat,Unakoti,Kumarghat,769348,6,Sukantanagar VI Part of Horijan Colony,?????????? VI ????? ????? ???
104041,Taraninagar,Village Panchayat,Unakoti,Kumarghat,80823,1,Taraninagar I Bipin Majumder Para,??????? I ????? ??????? ???I
104041,Taraninagar,Village Panchayat,Unakoti,Kumarghat,769368,2,Taraninagar II Gopesh Malakar Para,??????? II ????? ??????? ???I
104041,Taraninagar,Village Panchayat,Unakoti,Kumarghat,769369,3,Taraninagar III Malakar Para,??????? III ??????? ???I
104041,Taraninagar,Village Panchayat,Unakoti,Kumarghat,769370,4,Taraninagar IV Nath Colony,??????? IV ??? ?????
104041,Taraninagar,Village Panchayat,Unakoti,Kumarghat,769371,5,Taraninagar V Sharma Para,??????? V ????? ???I
104041,Taraninagar,Village Panchayat,Unakoti,Kumarghat,769372,6,Taraninagar VI Chantail Para,??????? VI ?????? ???I
104042,Ujandudpur,Village Panchayat,Unakoti,Kumarghat,102659,1,Ujan Dudpur I South Part of Paul Para Chanda Para Bhanudhar Para Sabdakar Para Acharjee Para and Chitta Para,???? ?????? I ??? ???I ?????? ??? ???? ???I ?????? ???I ?????? ???I ???????? ????? ? ????? ?????
104042,Ujandudpur,Village Panchayat,Unakoti,Kumarghat,769389,2,Ujan Dudpur II North Part of Paul Para and Fishery Para,???? ?????? II ?? ????? ????? ??? ??? ????? ????
104042,Ujandudpur,Village Panchayat,Unakoti,Kumarghat,769390,3,Ujan Dudpur III Chakraborty Para School Tilla Para and 60 Ghar Para,???? ?????? III ????????? ???? ????? ???? ???? ??? ?? ?? ????
104042,Ujandudpur,Village Panchayat,Unakoti,Kumarghat,769391,4,Ujan Dudpur IV 13 Ghar Para Premamda Para 18 Paribar Para and 19 Paribar Para,???? ?????? IV ?? ?? ???? ????????? ???? ?? ?????? ???? ??? ?? ?????? ????
104042,Ujandudpur,Village Panchayat,Unakoti,Kumarghat,769392,5,Ujan Dudpur V Satsanga Para and Shyam Deb Para,???? ?????? V ???????? ????? ? ????? ??? ????
261228,Vidyasagar,Village Panchayat,Unakoti,Kumarghat,769427,1,Vidyasagar I West Para of Saidabari,?????????? I ????????? ?????? ?????
261228,Vidyasagar,Village Panchayat,Unakoti,Kumarghat,769429,2,Vidyasagar II Vidyasagar Para of Saidabari,?????????? II ????????? ?? ?????????? ?????
261228,Vidyasagar,Village Panchayat,Unakoti,Kumarghat,769431,3,Vidyasagar III East Para of Saidabari Part,?????????? III ????????? ??? ?? ????? ?????
261228,Vidyasagar,Village Panchayat,Unakoti,Kumarghat,769433,4,Vidyasagar IV Part of Ashram Palli,?????????? IV ????? ????? ???
261228,Vidyasagar,Village Panchayat,Unakoti,Kumarghat,769435,5,Vidyasagar V Krishnakali Para of Ashram Palli,?????????? V ????? ????? ?? ???????? ????
261230,West Kanchanbari,Village Panchayat,Unakoti,Kumarghat,769514,1,West Kanchanbari I Phototype Colony,?????? ?????????? I ??????? ?????
261230,West Kanchanbari,Village Panchayat,Unakoti,Kumarghat,769515,2,West Kanchanbari II Part of Debcolony,?????? ?????????? II ??? ????? ???
261230,West Kanchanbari,Village Panchayat,Unakoti,Kumarghat,769516,3,West Kanchanbari III Balicherra East Debcolony and Hospital Para Part,?????? ?????????? III ??????? ????? ??? ????? ? ???????? ???? ???
261230,West Kanchanbari,Village Panchayat,Unakoti,Kumarghat,769517,4,West Kanchanbari IV Sankar Majumder Para and Bidhan Singh Homeless Para,?????? ?????????? IV ???? ??????? ????? ? ????? ??? ?????? ????
261230,West Kanchanbari,Village Panchayat,Unakoti,Kumarghat,769518,5,West Kanchanbari V Pradhan Para,?????? ?????????? V ?????? ????
104043,West Masauli,Village Panchayat,Unakoti,Kumarghat,109244,1,West Masauli I Ghosh Para and Sushil Malakar Para,?????? ?????? I ??? ????? ? ????? ??????? ?????
104043,West Masauli,Village Panchayat,Unakoti,Kumarghat,769545,2,West Masauli II North Part of Pradhan Para,?????? ?????? II ?????? ????? ????? ???
104043,West Masauli,Village Panchayat,Unakoti,Kumarghat,769546,3,West Masauli III South Part of Pradhan Para,?????? ?????? III ???? ????? ?????? ???
104043,West Masauli,Village Panchayat,Unakoti,Kumarghat,769547,4,West Masauli IV Rajnagar Para,?????? ?????? IV ?????? ????
104043,West Masauli,Village Panchayat,Unakoti,Kumarghat,769548,5,West Masauli V Hirashi Para Nirmal Dey Para and Part of Ghosh Para,?????? ?????? V ????? ???? ?????? ?? ????? ? ??? ????? ???
104044,West Ratacherra,Village Panchayat,Unakoti,Kumarghat,98322,1,West Ratacherra I Rudrapal Para,?????? ??????? I ???????? ????
