Local Body Code,Local Body Name,Local Body Type,"District Level Parent Name
",Intermediate Level Parent Name,Ward Code,Ward Number,"Ward Name (In English)
","Ward Name (In Local)
"
221879,PANANCHERY,Village Panchayat,THRISSUR,OLLUKKARA,1477490,12,Mailattumpara,?????????????
221879,PANANCHERY,Village Panchayat,THRISSUR,OLLUKKARA,1477491,13,Peechi,??????
221879,PANANCHERY,Village Panchayat,THRISSUR,OLLUKKARA,1477492,14,Thamaravellachal,????????????????
221879,PANANCHERY,Village Panchayat,THRISSUR,OLLUKKARA,1477493,15,Vilangannoor,?????????????
221879,PANANCHERY,Village Panchayat,THRISSUR,OLLUKKARA,1477494,16,Kannara,??????
221879,PANANCHERY,Village Panchayat,THRISSUR,OLLUKKARA,1477495,17,Veendassery,???????????
221879,PANANCHERY,Village Panchayat,THRISSUR,OLLUKKARA,1477496,18,Payyanam,??????
221879,PANANCHERY,Village Panchayat,THRISSUR,OLLUKKARA,1477497,19,Marakkal,????????????
221879,PANANCHERY,Village Panchayat,THRISSUR,OLLUKKARA,1477498,20,Koottala,???????
221879,PANANCHERY,Village Panchayat,THRISSUR,OLLUKKARA,1477499,21,Alppara,???????
221879,PANANCHERY,Village Panchayat,THRISSUR,OLLUKKARA,1477500,22,Chirakkunnu,???????????
221879,PANANCHERY,Village Panchayat,THRISSUR,OLLUKKARA,1477501,23,Mudikode,??????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477510,1,Kainoor,???????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477511,2,Thonippara,?????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477512,3,Cherukunnu,??????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477513,4,Ezhamkallu,?????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477514,5,Mannamangalam,??????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477515,6,Vellakkarithadam,????????????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477516,7,Maruthukuzhy,?????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477517,8,Marottichal,??????????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477518,9,Kallaikunnu,???????????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477519,10,Chembamkandam,???????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477520,11,Ponnukkara East,?????????? ???????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477521,12,Chocherikunnu,????????????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477522,13,Ponnukkara,??????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477523,14,Puthur East,????????? ???????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477524,15,Ponnukkara West,?????????? ????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477525,16,Puthur,?????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477526,17,Puzhampallam,??????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477527,18,Kunjanampara,??????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477528,19,Kanakassery,?????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477529,20,Marathakkara East,?????????? ???????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477530,21,Marathakkara West,?????????? ????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477531,22,Peruvamkulangara,??????????????
221880,PUTHUR,Village Panchayat,THRISSUR,OLLUKKARA,1477532,23,Elamthuruthy,?????????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458336,1,VENGANELLUR PADINJATTUMURY,??????????????? ???????????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458337,2,VENGANELLUR NORTH,??????????????? ?????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458338,3,METHUKU,??????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458339,4,NATTIANCHIRA,?????????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458340,5,VENGANELLUR KIZHAKKUMURY,??????????????? ???????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458341,6,MEPPADAM,????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458342,7,PULAKODE VADAKKUMURY,?????????? ??????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458343,8,PULAKODE THEKKUMURY,?????????? ??????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458344,9,ADAKKODE,????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458345,10,PANAMKUTTI,?????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458346,11,KALIYAROAD,??????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458347,12,PANGARAPILLY,??????????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458348,13,ANTHIMAHAKALANKAVU,????????????????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458349,14,PATHUKUDY,?????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458350,15,VATTULLY,?????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458351,16,KURUMALA,??????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458352,17,THOTTEKODE,????????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458353,18,THONOORKKARA,?????????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458354,19,THONOORKKARA WEST,????????????? ????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458355,20,PARAPPURAM,?????????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458356,21,CHELAKKARA,???????
221881,CHELAKKARA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458357,22,CHELAKKARA NORTH,??????? ?????????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458382,1,MANKULAM,????????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458383,2,GANDHI ASHRAMAM,????????????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458384,3,MOOTHEDATHPADI,????????????????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458385,4,MAYANNURKAVU,????????????????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458386,5,PARAMELPADY,?????????????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458387,6,PARAMELPADY SOUTH,????????????? ??????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458388,7,KUZHIYAMPADAM,????????????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458389,8,THEKKE KONDAZHY,?????? ????????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458390,9,CHELAKKODE,?????????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458391,10,KOOLIKKUNNU,?????????????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458392,11,VADAKKUMKONAM,???????????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458393,12,PLANTATION,????????????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458394,13,MELEMURI,????????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458395,14,CHIRANKARA,???????
221882,KONDAZHY,Village Panchayat,THRISSUR,PAZHAYANNUR,1458396,15,ULLATTUKULAM,?????????????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458422,1,PAINKULAM VADAKKUMURI,???????? ??????????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458423,2,PAINKULAM CENTRE,???????? ????????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458424,3,PAINKULAM KIZHAKKUMURI,???????? ???????????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458425,4,THOZHUPADAM CENTRE,?????????? ????????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458426,5,THOZHUPADAM THEKKUMURI,?????????? ??????????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458427,6,KEEZHILLAM,????????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458428,7,KULAMBU,???????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458429,8,KILLIMANGALAM PADINJATTUMURI,??????????? ???????????????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458430,9,KILLIMANGALAM CENTRE,??????????? ????????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458431,10,UDUVADY,??????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458432,11,CHERANKONAM,?????????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458433,12,PARAPPURAM,?????????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458434,13,SREEPUSHKARAM,???????????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458435,14,PANJAL,?????????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458436,15,DALAPATHY,?????
221883,PANJAL,Village Panchayat,THRISSUR,PAZHAYANNUR,1458437,16,PAINKULAM THEKKUMURI,???????? ??????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458446,1,NEERNAMUKKU,??????????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458447,2,KALLAMPARAMBU,???????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458448,3,KODATHUR,??????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458449,4,KUNNATHARA,?????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458450,5,KALLEPADAM,???????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458451,6,PARAKKAL,?????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458452,7,KUNNAMPULLY,????????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458453,8,POTTA,?????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458454,9,VENNUR,?????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458455,10,ADICHIRA,????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458456,11,THIRUMANI,???????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458457,12,ELANAD,??????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458458,13,NEELAMPALLIYAL,??????????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458459,14,THRIKKANAYA,????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458460,15,PARUTHIPRA,??????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458461,16,VENDOKKUMPARAMBU,?????????????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458462,17,KUMBALAKODE,????????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458463,18,VELLAPPARA,??????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458464,19,PAZHAYANNUR,??????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458465,20,VELLARUKULAM,?????????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458466,21,PUTHIRITHARA,????????????
221884,PAZHAYANNUR,Village Panchayat,THRISSUR,PAZHAYANNUR,1458467,22,VADAKKETHARA,??????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458482,1,KUTHAMPULLY,??????????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458483,2,PARAKKOTUPADAM,??????????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458484,3,KAYARAMPARA,????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458485,4,KOODARAMKUNNU,?????????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458486,5,PAMPADI,????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458487,6,KOLLAIKKAL,??????????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458488,7,MALESHAMANGALAM,?????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458489,8,KIZHAKKUMURY,???????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458490,9,PATTIPARAMBU,???????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458491,10,ORALASSERY,??????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458492,11,PALAKKAPARAMBU,??????????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458493,12,ERAVATHODY,?????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458494,13,THIRUVILWAMALA,????????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458495,14,MALAVATTOM,???????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458496,15,POOTHANAKKARA,????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458497,16,AKKAARAMBU,??????????
221885,THIRUVILWAMALA,Village Panchayat,THRISSUR,PAZHAYANNUR,1458498,17,KUNDUKAD,??????????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506094,1,PALLAM,?????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506095,2,PUDUSSERY MANAPPADI,?????????? ???????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506096,3,MUESIUM,????????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506097,4,CHERUTHURUTHY TOWN,???????????? ?????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506098,5,MECHERI,????????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506099,6,KULAMBU,???????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506100,7,KALAMANDALAM,?????????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506101,8,VETTIKATTIRI,????????????????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506102,9,THAZHAPRA,??????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506103,10,NEDUMPURA,?????????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506104,11,PANNIYADI,????????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506105,12,PALLIKKAL SCHOOL,??????????? ???????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506106,13,CHERUTHURUTHY SCHOOL,???????????? ???????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506107,14,YATHEEMKHANA,?????????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506108,15,CHEYIKAL,??????????
221886,VALLATHOL NAGAR,Village Panchayat,THRISSUR,PAZHAYANNUR,1506109,16,PUDUSSERY,??????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460410,1,Chittilappilly Padinjattumuri,??????????????? ???????????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460411,2,Chittilappilly Kizhakkumuri,??????????????? ???????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460412,3,Chittilappilly Ground,??????????????? ????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460413,4,Kannikulam,???????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460414,5,Choorakattukara,?????????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460415,6,Ramanchira,????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460416,7,Muthuvara,??????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460417,8,Ambakkad,??????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460418,9,Puthissery,????????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460419,10,Vilangan,?????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460420,11,Puranattukara,???????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460421,12,Parikkad,??????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460422,13,Moorpara,??????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460423,14,Sanskrit College,???????? ??????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460424,15,Manidam,??????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460425,16,Udalakkavu,?????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460426,17,Ambalamkavu,??????????
221887,ADAT,Village Panchayat,THRISSUR,PUZHAKKAL,1460427,18,Adat,???????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460428,2,Edakulam,??????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460429,3,Velappaya,????????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460430,4,Medical College,?????????? ??????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460431,5,Velappaya South,???????? ???????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460432,6,Manithara,???????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460433,7,Choolissery,??????????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460434,8,Narayanathara,??????????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460435,9,Kolangattukara,?????????????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460436,10,Varadiyam East,?????? ????????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460437,11,Varadiyam South,?????? ??????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460438,12,Ambethkar Gramam,???? ???????? ??????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460439,13,Varadiyam North,?????? ?????????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460440,14,Avanur,???????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460441,15,Karore,???????
221889,AVANUR,Village Panchayat,THRISSUR,PUZHAKKAL,1506739,1,Thangaloor,??????????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460584,1,Kaiparambu,??????????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460585,2,Kaiparambu Kizhakku,?????????? ???????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460586,3,Kollannur,????????????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460587,4,Puttekkara,??????????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460588,5,Sankaramkandam,???????????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460589,6,Mundur,?????????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460590,7,Mailamkulam,?????????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460591,8,Manappadi,???????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460592,9,Peramangalam Vadakku,????????? ??????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460593,10,Peramangalam Center,????????? ?????????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460594,11,Peramangalam Thekku,????????? ??????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460595,12,Peramangalam Kizhakku,????????? ???????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460596,13,Peramangalam Padinjaru,????????? ?????????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460597,14,Peringannur,??????????????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460598,15,Pazhamuck,????????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460599,16,Andaparambu,??????????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460600,17,Muthuvannur,????????????
221890,KAIPARAMBA,Village Panchayat,THRISSUR,PUZHAKKAL,1460601,18,Puthur,?????????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460602,1,KUNNATHUPEEDIKA,??????????????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460603,2,ATTORE NORTH,???????? ?????????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460604,3,POTTORE NORTH,????????? ?????????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460605,4,THIROOR,???????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460606,5,PUTHANMADAMKUNNU,??????????? ??????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460607,6,ATHEKKAD,???????????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460608,7,KOLAZHY NORTH,????? ?????????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460609,8,KOLAZHY CENTRE,????? ?????????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460610,9,POOVANI,???????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460611,10,KOLAZHY WEST,????? ????????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460612,11,POTTORE SOUTH,????????? ??????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460613,12,ATTORE SOUTH,???????? ??????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460614,13,PAMBOOR,?????????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460615,14,KUTTUR EAST,????????? ???????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460616,15,KUTTUR WEST,????????? ????????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460617,16,KUTTUR NORTH,????????? ?????????
221876,KOLAZHY,Village Panchayat,THRISSUR,PUZHAKKAL,1460618,17,KOTTEKKAD,????????????
221891,MULAKUNNATHUKAVU,Village Panchayat,THRISSUR,PUZHAKKAL,1460619,1,Chirakkunnu,??????????
221891,MULAKUNNATHUKAVU,Village Panchayat,THRISSUR,PUZHAKKAL,1460620,2,Gramala,??????
221891,MULAKUNNATHUKAVU,Village Panchayat,THRISSUR,PUZHAKKAL,1460621,3,Udayanagar,????????
221891,MULAKUNNATHUKAVU,Village Panchayat,THRISSUR,PUZHAKKAL,1460622,4,Thiroor Kizhake Angadi,??????? ??????? ???????
221891,MULAKUNNATHUKAVU,Village Panchayat,THRISSUR,PUZHAKKAL,1460623,5,Poomala,????
221891,MULAKUNNATHUKAVU,Village Panchayat,THRISSUR,PUZHAKKAL,1460624,6,Chottupara,?????????
221891,MULAKUNNATHUKAVU,Village Panchayat,THRISSUR,PUZHAKKAL,1460625,7,Poolakkal,??????????
221891,MULAKUNNATHUKAVU,Village Panchayat,THRISSUR,PUZHAKKAL,1460626,8,Thadaparambu,??????????
221891,MULAKUNNATHUKAVU,Village Panchayat,THRISSUR,PUZHAKKAL,1460627,9,Thiroor,???????
221891,MULAKUNNATHUKAVU,Village Panchayat,THRISSUR,PUZHAKKAL,1460628,10,Kaleapady,??????????
221891,MULAKUNNATHUKAVU,Village Panchayat,THRISSUR,PUZHAKKAL,1460629,11,Mulagunnathukavu,??????????????????
221891,MULAKUNNATHUKAVU,Village Panchayat,THRISSUR,PUZHAKKAL,1460630,12,Ammankuzhy,??????????????
221891,MULAKUNNATHUKAVU,Village Panchayat,THRISSUR,PUZHAKKAL,1460631,13,Kozhikunnu,????????????
221891,MULAKUNNATHUKAVU,Village Panchayat,THRISSUR,PUZHAKKAL,1460632,14,Akkodikavu,???????????
221892,THOLUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460633,1,Edakkalathur Vadakkumury,????????????? ??????????
221892,THOLUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460634,2,Ponnore Vadakkumury,????????? ??????????
221892,THOLUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460635,3,Ponnore,?????????
221892,THOLUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460636,4,Ponnore Thekkumury,????????? ??????????
221892,THOLUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460637,5,Shariyekkal,????????????
221892,THOLUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460638,6,Kizhakke Angadi,??????? ???????
221892,THOLUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460639,7,Parappur Center,????????? ?????????
221892,THOLUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460640,8,Kolathadu,?????????
221892,THOLUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460641,9,Mullur,?????????
221892,THOLUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460642,10,Chalakkal,???????????
221892,THOLUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460643,11,Nagathankavu,??????????????
221892,THOLUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460644,12,Tholur,???????
221892,THOLUR,Village Panchayat,THRISSUR,PUZHAKKAL,1460645,13,Edakkalathur Thekkumury,????????????? ??????????
221893,ENGANDIYUR,Village Panchayat,THRISSUR,THALIKKULAM,1485108,1,Chettuva,???????
221893,ENGANDIYUR,Village Panchayat,THRISSUR,THALIKKULAM,1485109,2,Vadakkummury,???????????
221893,ENGANDIYUR,Village Panchayat,THRISSUR,THALIKKULAM,1485110,3,Pulikkakadavu,???????????
221893,ENGANDIYUR,Village Panchayat,THRISSUR,THALIKKULAM,1485111,4,Pulinchode,??????????
